female,male,male_c,pop,year,iter
0.0,0.0,0.0,POP_TGW,1970,
0.0,0.0,0.0,POP_TGW,1971,
0.0,0.0,0.0,POP_TGW,1972,
0.0,0.0,0.0,POP_TGW,1973,
0.0,0.0,0.0,POP_TGW,1974,
0.0,18.24141359387808,1.4259465907400488,POP_TGW,1975,
0.0,19.975712892328072,1.5499954927031063,POP_TGW,1976,
0.0,26.47825265933872,2.089659902747757,POP_TGW,1977,
0.0,34.406718008559345,2.7778843510213997,POP_TGW,1978,
0.0,43.29495748149088,3.596766164064711,POP_TGW,1979,
0.0,52.90322261455524,4.548302255462177,POP_TGW,1980,
0.0,62.79217041023628,5.616845403185726,POP_TGW,1981,
0.0,72.50956274642864,6.781255947168782,POP_TGW,1982,
0.0,81.6203392638026,8.01439692996669,POP_TGW,1983,
0.0,89.7372310690656,9.283238390660665,POP_TGW,1984,
0.0,96.60337957211672,10.554061374180447,POP_TGW,1985,
0.0,102.08848291345133,11.793530097117172,POP_TGW,1986,
0.0,106.06569109779618,12.954623086959831,POP_TGW,1987,
0.0,111.38753914837778,14.374044843176872,POP_TGW,1988,
0.0,114.76815226356582,15.602288391338641,POP_TGW,1989,
0.0,117.0642683133751,16.70061850577562,POP_TGW,1990,
0.0,117.46370273273209,17.496596895105437,POP_TGW,1991,
0.0,116.97444479623562,18.08575331612342,POP_TGW,1992,
0.0,116.78713897789414,18.625599517032,POP_TGW,1993,
0.0,113.3477356208729,18.52787236841189,POP_TGW,1994,
0.0,108.09118333331404,18.0016118937357,POP_TGW,1995,
0.0,108.35433984715814,18.336373739505575,POP_TGW,1996,
0.0,108.8235400162187,18.669657716598376,POP_TGW,1997,
0.0,109.3992411468194,19.008829049571087,POP_TGW,1998,
0.0,110.2114001666543,19.40003679184314,POP_TGW,1999,
0.0,111.12657817568326,19.777406563461273,POP_TGW,2000,
0.0,112.22410766254461,20.24861161414988,POP_TGW,2001,
0.0,113.44339766350285,20.808154413666394,POP_TGW,2002,
0.0,114.7433145028107,21.461388482544546,POP_TGW,2003,
0.0,115.40247487122292,22.0461421101468,POP_TGW,2004,
0.0,115.69591063420124,22.617351841532777,POP_TGW,2005,
0.0,115.63153678636007,23.16350154972002,POP_TGW,2006,
0.0,115.30147519238575,23.703376008241936,POP_TGW,2007,
0.0,113.91092430312945,24.02731714380216,POP_TGW,2008,
0.0,106.04192931032868,22.698613917050338,POP_TGW,2009,
0.0,102.24676966141399,22.362575721632805,POP_TGW,2010,
0.0,106.04364789082332,24.081015917053154,POP_TGW,2011,
0.0,106.04483914070069,24.976475550561446,POP_TGW,2012,
0.0,93.69234764844074,22.59827871436896,POP_TGW,2013,
0.0,94.41358726006412,23.71753919893586,POP_TGW,2014,
0.0,95.65857433574212,25.12957896755136,POP_TGW,2015,
0.0,83.97704952454986,23.03707568776367,POP_TGW,2016,
0.0,73.2421998305612,20.82243398736307,POP_TGW,2017,
0.0,64.9203826432506,19.03624621154784,POP_TGW,2018,
0.0,62.22624976922343,18.7898981980973,POP_TGW,2019,
0.0,59.496538024040234,18.492058059358367,POP_TGW,2020,
0.0,59.103753065291826,18.879838231788547,POP_TGW,2021,
0.0,59.37042451989732,19.480073739578774,POP_TGW,2022,
0.0,59.442335541132856,20.00525187833023,POP_TGW,2023,
0.0,59.43900832917059,20.485055684075206,POP_TGW,2024,
0.0,59.38733439737839,20.922014764303263,POP_TGW,2025,
0.0,59.309697189660184,21.319934866131675,POP_TGW,2026,
0.0,59.213590663054454,21.680744466607177,POP_TGW,2027,
0.0,59.10533176118278,22.00555450145861,POP_TGW,2028,
0.0,58.981530766230776,22.29450967739575,POP_TGW,2029,
0.0,58.83812370034986,22.547211655971864,POP_TGW,2030,
0.0,0.0,0.0,POP_NOSEX,1970,54.0
0.0,0.0,0.0,POP_NOSEX,1971,54.0
0.0,0.0,0.0,POP_NOSEX,1972,54.0
0.0,0.0,0.0,POP_NOSEX,1973,54.0
0.0,0.0,0.0,POP_NOSEX,1974,54.0
0.0,0.0,0.0,POP_NOSEX,1975,54.0
0.0,0.0,0.0,POP_NOSEX,1976,54.0
0.0,0.0,0.0,POP_NOSEX,1977,54.0
0.0,0.0,0.0,POP_NOSEX,1978,54.0
0.0,0.0,0.0,POP_NOSEX,1979,54.0
0.0,0.0,0.0,POP_NOSEX,1980,54.0
0.0,0.0,0.0,POP_NOSEX,1981,54.0
0.0,0.0,0.0,POP_NOSEX,1982,54.0
0.0,0.0,0.0,POP_NOSEX,1983,54.0
0.0,0.0,0.0,POP_NOSEX,1984,54.0
0.0,0.0,0.0,POP_NOSEX,1985,54.0
0.0,0.0,0.0,POP_NOSEX,1986,54.0
0.0,0.0,0.0,POP_NOSEX,1987,54.0
0.0,0.0,0.0,POP_NOSEX,1988,54.0
0.0,0.0,0.0,POP_NOSEX,1989,54.0
0.0,0.0,0.0,POP_NOSEX,1990,54.0
0.0,0.0,0.0,POP_NOSEX,1991,54.0
0.0,0.0,0.0,POP_NOSEX,1992,54.0
0.0,0.0,0.0,POP_NOSEX,1993,54.0
0.0,0.0,0.0,POP_NOSEX,1994,54.0
0.0,0.0,0.0,POP_NOSEX,1995,54.0
0.0,0.0,0.0,POP_NOSEX,1996,54.0
0.0,0.0,0.0,POP_NOSEX,1997,54.0
0.0,0.0,0.0,POP_NOSEX,1998,54.0
0.0,0.0,0.0,POP_NOSEX,1999,54.0
0.0,0.0,0.0,POP_NOSEX,2000,54.0
0.0,0.0,0.0,POP_NOSEX,2001,54.0
0.0,0.0,0.0,POP_NOSEX,2002,54.0
0.0,0.0,0.0,POP_NOSEX,2003,54.0
0.0,0.0,0.0,POP_NOSEX,2004,54.0
0.0,0.0,0.0,POP_NOSEX,2005,54.0
0.0,0.0,0.0,POP_NOSEX,2006,54.0
0.0,0.0,0.0,POP_NOSEX,2007,54.0
0.0,0.0,0.0,POP_NOSEX,2008,54.0
0.0,0.0,0.0,POP_NOSEX,2009,54.0
0.0,0.0,0.0,POP_NOSEX,2010,54.0
0.0,0.0,0.0,POP_NOSEX,2011,54.0
0.0,0.0,0.0,POP_NOSEX,2012,54.0
0.0,0.0,0.0,POP_NOSEX,2013,54.0
0.0,0.0,0.0,POP_NOSEX,2014,54.0
0.0,0.0,0.0,POP_NOSEX,2015,54.0
0.0,0.0,0.0,POP_NOSEX,2016,54.0
0.0,0.0,0.0,POP_NOSEX,2017,54.0
0.0,0.0,0.0,POP_NOSEX,2018,54.0
0.0,0.0,0.0,POP_NOSEX,2019,54.0
0.0,0.0,0.0,POP_NOSEX,2020,54.0
0.0,0.0,0.0,POP_NOSEX,2021,54.0
0.0,0.0,0.0,POP_NOSEX,2022,54.0
0.0,0.0,0.0,POP_NOSEX,2023,54.0
0.0,0.0,0.0,POP_NOSEX,2024,54.0
0.0,0.0,0.0,POP_NOSEX,2025,54.0
0.0,0.0,0.0,POP_NOSEX,2026,54.0
0.0,0.0,0.0,POP_NOSEX,2027,54.0
0.0,0.0,0.0,POP_NOSEX,2028,54.0
0.0,0.0,0.0,POP_NOSEX,2029,54.0
0.0,0.0,0.0,POP_NOSEX,2030,54.0
0.0,0.0,0.0,POP_NEVER,1970,54.0
0.0,0.0,0.0,POP_NEVER,1971,54.0
0.0,0.0,0.0,POP_NEVER,1972,54.0
0.0,0.0,0.0,POP_NEVER,1973,54.0
0.0,0.0,0.0,POP_NEVER,1974,54.0
1240.8573011688156,414.4859773137814,30.39249389386025,POP_NEVER,1975,54.0
881.6613780217589,225.42723301363404,16.414140417883832,POP_NEVER,1976,54.0
1156.1578701932983,269.67558783872136,19.808472415078114,POP_NEVER,1977,54.0
1527.3442203418906,331.6536614348727,24.512201921532146,POP_NEVER,1978,54.0
1974.3485134490745,405.9261672171352,30.147669649836093,POP_NEVER,1979,54.0
2493.173612868345,492.4583763327232,36.748516308328824,POP_NEVER,1980,54.0
3078.14750057008,590.9507781956537,44.3233462981797,POP_NEVER,1981,54.0
3724.8425309719255,701.2837866925073,52.89758976022851,POP_NEVER,1982,54.0
4426.113383995569,822.9074446541881,62.4676937769256,POP_NEVER,1983,54.0
5171.602848275637,954.7314976031474,72.9912260627114,POP_NEVER,1984,54.0
5953.694853448709,1095.7255967314375,84.424478591079,POP_NEVER,1985,54.0
