50,50,95,95,50,50,80,80,80,80,0,50,40,0
0,50,95,95,50,50,80,80,80,80,0,50,40,0
25,50,95,95,50,50,80,80,80,80,0,50,40,0
50,50,95,95,50,50,80,80,80,80,0,50,40,0
75,50,95,95,50,50,80,80,80,80,0,50,40,0
100,50,95,95,50,50,80,80,80,80,0,50,40,0
50,0,95,95,50,50,80,80,80,80,0,50,40,0
50,25,95,95,50,50,80,80,80,80,0,50,40,0
50,50,95,95,50,50,80,80,80,80,0,50,40,0
50,75,95,95,50,50,80,80,80,80,0,50,40,0
50,100,95,95,50,50,80,80,80,80,0,50,40,0
50,50,0,95,50,50,80,80,80,80,0,50,40,0
50,50,25,95,50,50,80,80,80,80,0,50,40,0
50,50,50,95,50,50,80,80,80,80,0,50,40,0
50,50,75,95,50,50,80,80,80,80,0,50,40,0
50,50,100,95,50,50,80,80,80,80,0,50,40,0
50,50,95,0,50,50,80,80,80,80,0,50,40,0
50,50,95,25,50,50,80,80,80,80,0,50,40,0
50,50,95,50,50,50,80,80,80,80,0,50,40,0
50,50,95,75,50,50,80,80,80,80,0,50,40,0
50,50,95,100,50,50,80,80,80,80,0,50,40,0
50,50,95,95,0,50,80,80,80,80,0,50,40,0
50,50,95,95,25,50,80,80,80,80,0,50,40,0
50,50,95,95,50,50,80,80,80,80,0,50,40,0
50,50,95,95,75,50,80,80,80,80,0,50,40,0
50,50,95,95,100,50,80,80,80,80,0,50,40,0
50,50,95,95,50,0,80,80,80,80,0,50,40,0
50,50,95,95,50,25,80,80,80,80,0,50,40,0
50,50,95,95,50,50,80,80,80,80,0,50,40,0
50,50,95,95,50,75,80,80,80,80,0,50,40,0
50,50,95,95,50,100,80,80,80,80,0,50,40,0
50,50,95,95,50,50,0,80,80,80,0,50,40,0
50,50,95,95,50,50,25,80,80,80,0,50,40,0
50,50,95,95,50,50,50,80,80,80,0,50,40,0
50,50,95,95,50,50,75,80,80,80,0,50,40,0
50,50,95,95,50,50,100,80,80,80,0,50,40,0
50,50,95,95,50,50,80,0,80,80,0,50,40,0
50,50,95,95,50,50,80,25,80,80,0,50,40,0
50,50,95,95,50,50,80,50,80,80,0,50,40,0
50,50,95,95,50,50,80,75,80,80,0,50,40,0
50,50,95,95,50,50,80,100,80,80,0,50,40,0
50,50,95,95,50,50,80,80,0,80,0,50,40,0
50,50,95,95,50,50,80,80,25,80,0,50,40,0
50,50,95,95,50,50,80,80,50,80,0,50,40,0
50,50,95,95,50,50,80,80,75,80,0,50,40,0
50,50,95,95,50,50,80,80,100,80,0,50,40,0
50,50,95,95,50,50,80,80,80,0,0,50,40,0
50,50,95,95,50,50,80,80,80,25,0,50,40,0
50,50,95,95,50,50,80,80,80,50,0,50,40,0
50,50,95,95,50,50,80,80,80,75,0,50,40,0
50,50,95,95,50,50,80,80,80,100,0,50,40,0
50,50,95,95,50,50,80,80,80,80,0,0,40,0
50,50,95,95,50,50,80,80,80,80,0,25,40,0
50,50,95,95,50,50,80,80,80,80,0,50,40,0
50,50,95,95,50,50,80,80,80,80,0,75,40,0
50,50,95,95,50,50,80,80,80,80,0,100,40,0
50,50,95,95,50,50,80,80,80,80,0,50,0,0
50,50,95,95,50,50,80,80,80,80,0,50,25,0
50,50,95,95,50,50,80,80,80,80,0,50,50,0
50,50,95,95,50,50,80,80,80,80,0,50,75,0
50,50,95,95,50,50,80,80,80,80,0,50,100,0
