6.1,33.9,16
6.1,33.9,0
6.1,33.9,5
6.1,33.9,10
6.1,33.9,15
6.1,33.9,20
6.1,33.9,25
6.1,33.9,30
6.1,33.9,35
6.1,33.9,40
6.1,33.9,45
6.1,33.9,50
6.1,33.9,55
6.1,33.9,60
6.1,33.9,65
