female,male,male_c,pop,year,iter
0.0,0.0,0.0,POP_TGW,1970,
0.0,0.0,0.0,POP_TGW,1971,
0.0,0.0,0.0,POP_TGW,1972,
0.0,0.0,0.0,POP_TGW,1973,
0.0,0.0,0.0,POP_TGW,1974,
0.0,16.24267562890145,1.307367865071629,POP_TGW,1975,
0.0,17.592881118777864,1.4057636232237447,POP_TGW,1976,
0.0,23.238765970738527,1.8796556798614337,POP_TGW,1977,
0.0,30.206443215940944,2.4842866937971313,POP_TGW,1978,
0.0,38.130716210822875,3.203979480541821,POP_TGW,1979,
0.0,46.86136946926548,4.042431619583324,POP_TGW,1980,
0.0,56.069855561011046,4.9884418083635325,POP_TGW,1981,
0.0,65.40507205204037,6.026758940566011,POP_TGW,1982,
0.0,74.51024085520682,7.137554360931379,POP_TGW,1983,
0.0,83.03790925758432,8.295912699005168,POP_TGW,1984,
0.0,90.72133043163625,9.475897043329693,POP_TGW,1985,
0.0,97.37393989088297,10.651105233649579,POP_TGW,1986,
0.0,102.77920138982006,11.78161146368156,POP_TGW,1987,
0.0,109.57980142468422,13.165412888303425,POP_TGW,1988,
0.0,114.57533022071115,14.41549291432606,POP_TGW,1989,
0.0,118.43632820336435,15.573239864883606,POP_TGW,1990,
0.0,120.21178727654382,16.470448448143767,POP_TGW,1991,
0.0,120.82604047887578,17.186472405620883,POP_TGW,1992,
0.0,121.46011596490847,17.86227056469427,POP_TGW,1993,
0.0,118.38389625352134,17.921933117261606,POP_TGW,1994,
0.0,113.08521309821639,17.548438891040032,POP_TGW,1995,
0.0,113.34521432173162,17.993313932807993,POP_TGW,1996,
0.0,113.60022016285605,18.417945903344478,POP_TGW,1997,
0.0,113.79289543588787,18.82574727041883,POP_TGW,1998,
0.0,114.14435620226004,19.266791427661055,POP_TGW,1999,
0.0,114.40706060124882,19.643353079728982,POP_TGW,2000,
0.0,114.94276137314475,20.10003353100352,POP_TGW,2001,
0.0,115.68909219366519,20.630218973894646,POP_TGW,2002,
0.0,116.60839528566451,21.240623688329205,POP_TGW,2003,
0.0,116.83220985527464,21.755555476305066,POP_TGW,2004,
0.0,116.71696000149099,22.23899888620887,POP_TGW,2005,
0.0,116.26902124829479,22.6824497500651,POP_TGW,2006,
0.0,115.58803418617208,23.10959167958517,POP_TGW,2007,
0.0,113.70600656911938,23.29659200840299,POP_TGW,2008,
0.0,104.48595327689294,21.741628892602037,POP_TGW,2009,
0.0,100.16636571527383,21.25767611879128,POP_TGW,2010,
0.0,104.45412279962672,22.92864839399563,POP_TGW,2011,
0.0,104.26356628528477,23.698529421005667,POP_TGW,2012,
0.0,90.62502311429567,21.125446943101455,POP_TGW,2013,
0.0,91.49549797655727,22.160282915179806,POP_TGW,2014,
0.0,92.77686692933918,23.461713773450022,POP_TGW,2015,
0.0,81.28373200370056,21.441468939859732,POP_TGW,2016,
0.0,70.61764415935293,19.318211912680656,POP_TGW,2017,
0.0,62.34133061514953,17.61206598970625,POP_TGW,2018,
0.0,59.61198447179551,17.364795057426367,POP_TGW,2019,
0.0,56.96445181314964,17.090434524649442,POP_TGW,2020,
0.0,56.56474125611657,17.45329404905462,POP_TGW,2021,
0.0,56.83986487511379,18.019184149552384,POP_TGW,2022,
0.0,56.916352263859885,18.5112450686191,POP_TGW,2023,
0.0,56.90851825814088,18.957193798893716,POP_TGW,2024,
0.0,56.840881965240236,19.359099290723528,POP_TGW,2025,
0.0,56.734767864005164,19.720566303338614,POP_TGW,2026,
0.0,56.59695919182022,20.043651050270594,POP_TGW,2027,
0.0,56.436196100109996,20.330314477462128,POP_TGW,2028,
0.0,56.24976087293522,20.581190125972014,POP_TGW,2029,
0.0,56.03499784319253,20.796304401119638,POP_TGW,2030,
0.0,0.0,0.0,POP_NOSEX,1970,13.0
0.0,0.0,0.0,POP_NOSEX,1971,13.0
0.0,0.0,0.0,POP_NOSEX,1972,13.0
0.0,0.0,0.0,POP_NOSEX,1973,13.0
0.0,0.0,0.0,POP_NOSEX,1974,13.0
0.0,0.0,0.0,POP_NOSEX,1975,13.0
0.0,0.0,0.0,POP_NOSEX,1976,13.0
0.0,0.0,0.0,POP_NOSEX,1977,13.0
0.0,0.0,0.0,POP_NOSEX,1978,13.0
0.0,0.0,0.0,POP_NOSEX,1979,13.0
0.0,0.0,0.0,POP_NOSEX,1980,13.0
0.0,0.0,0.0,POP_NOSEX,1981,13.0
0.0,0.0,0.0,POP_NOSEX,1982,13.0
0.0,0.0,0.0,POP_NOSEX,1983,13.0
0.0,0.0,0.0,POP_NOSEX,1984,13.0
0.0,0.0,0.0,POP_NOSEX,1985,13.0
0.0,0.0,0.0,POP_NOSEX,1986,13.0
0.0,0.0,0.0,POP_NOSEX,1987,13.0
0.0,0.0,0.0,POP_NOSEX,1988,13.0
0.0,0.0,0.0,POP_NOSEX,1989,13.0
0.0,0.0,0.0,POP_NOSEX,1990,13.0
0.0,0.0,0.0,POP_NOSEX,1991,13.0
0.0,0.0,0.0,POP_NOSEX,1992,13.0
0.0,0.0,0.0,POP_NOSEX,1993,13.0
0.0,0.0,0.0,POP_NOSEX,1994,13.0
0.0,0.0,0.0,POP_NOSEX,1995,13.0
0.0,0.0,0.0,POP_NOSEX,1996,13.0
0.0,0.0,0.0,POP_NOSEX,1997,13.0
0.0,0.0,0.0,POP_NOSEX,1998,13.0
0.0,0.0,0.0,POP_NOSEX,1999,13.0
0.0,0.0,0.0,POP_NOSEX,2000,13.0
0.0,0.0,0.0,POP_NOSEX,2001,13.0
0.0,0.0,0.0,POP_NOSEX,2002,13.0
0.0,0.0,0.0,POP_NOSEX,2003,13.0
0.0,0.0,0.0,POP_NOSEX,2004,13.0
0.0,0.0,0.0,POP_NOSEX,2005,13.0
0.0,0.0,0.0,POP_NOSEX,2006,13.0
0.0,0.0,0.0,POP_NOSEX,2007,13.0
0.0,0.0,0.0,POP_NOSEX,2008,13.0
0.0,0.0,0.0,POP_NOSEX,2009,13.0
0.0,0.0,0.0,POP_NOSEX,2010,13.0
0.0,0.0,0.0,POP_NOSEX,2011,13.0
0.0,0.0,0.0,POP_NOSEX,2012,13.0
0.0,0.0,0.0,POP_NOSEX,2013,13.0
0.0,0.0,0.0,POP_NOSEX,2014,13.0
0.0,0.0,0.0,POP_NOSEX,2015,13.0
0.0,0.0,0.0,POP_NOSEX,2016,13.0
0.0,0.0,0.0,POP_NOSEX,2017,13.0
0.0,0.0,0.0,POP_NOSEX,2018,13.0
0.0,0.0,0.0,POP_NOSEX,2019,13.0
0.0,0.0,0.0,POP_NOSEX,2020,13.0
0.0,0.0,0.0,POP_NOSEX,2021,13.0
0.0,0.0,0.0,POP_NOSEX,2022,13.0
0.0,0.0,0.0,POP_NOSEX,2023,13.0
0.0,0.0,0.0,POP_NOSEX,2024,13.0
0.0,0.0,0.0,POP_NOSEX,2025,13.0
0.0,0.0,0.0,POP_NOSEX,2026,13.0
0.0,0.0,0.0,POP_NOSEX,2027,13.0
0.0,0.0,0.0,POP_NOSEX,2028,13.0
0.0,0.0,0.0,POP_NOSEX,2029,13.0
0.0,0.0,0.0,POP_NOSEX,2030,13.0
0.0,0.0,0.0,POP_NEVER,1970,13.0
0.0,0.0,0.0,POP_NEVER,1971,13.0
0.0,0.0,0.0,POP_NEVER,1972,13.0
0.0,0.0,0.0,POP_NEVER,1973,13.0
0.0,0.0,0.0,POP_NEVER,1974,13.0
1243.2328623860915,421.4725151332685,30.96348795056101,POP_NEVER,1975,13.0
882.8042505366733,227.9418175239274,16.63993112998959,POP_NEVER,1976,13.0
1156.432071070951,271.9905233306892,20.03621724262151,POP_NEVER,1977,13.0
1526.995222184667,333.79950149981556,24.746695801329267,POP_NEVER,1978,13.0
1973.2651414404386,407.8962798821043,30.389276475603708,POP_NEVER,1979,13.0
2491.253002342684,494.29585782595007,37.000917793145824,POP_NEVER,1980,13.0
3075.3293316457934,592.7524676332014,44.593815893097016,POP_NEVER,1981,13.0
3721.1457548768667,703.2073561804972,53.19782409086693,POP_NEVER,1982,13.0
4421.674430343613,825.168917892102,62.813878929373516,POP_NEVER,1983,13.0
5166.712590078345,957.5988170011193,73.40372321638861,POP_NEVER,1984,13.0
5948.719866002936,1099.5033535631298,84.9269764848593,POP_NEVER,1985,13.0
